model_n_parameters,model_n_layers,model_n_heads,model_n_positions,model_vocabulary_size,model_relative_attention_max_distance,model_relative_attention_n_buckets,model_is_flash_attention,model_is_encoder_decoder,model_type_codegen,model_type_gpt_bigcode,model_type_gpt_neox,model_type_llama,model_type_mpt,model_type_mt5,model_type_t5,model_torch_dtype_bfloat16,model_torch_dtype_float16,model_torch_dtype_float32,gpu_n_cuda_cores,gpu_n_tensor_cores,gpu_n_rt_cores,gpu_n_sms,gpu_n_rops,gpu_n_tmus,gpu_tflops_cuda_fp32,gpu_tflops_cuda_fp64,gpu_tflops_cuda_mixed,gpu_tflops_tc_fp16,gpu_tflops_tc_bf16,gpu_tflops_tc_fp32,gpu_tflops_tc_tf32,gpu_tflops_tc_fp64,gpu_memory_capacity_gb,gpu_memory_capacity_gb_total,gpu_memory_bandwidth,gpu_system_interface_gen,gpu_compute_capability,gpu_is_sxm,gpu_is_nvlink,gpu_n_gpus,gpu_architecture_Ampere,gpu_architecture_Hopper,gpu_architecture_Turing,gpu_architecture_Volta,num_users,throughput
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,9216,288,72,72,96,288,31.2,0.97,-1.0,125.0,125.0,62.5,-1.0,-1.0,24,48,600,4,8.6,0,0,2,1,0,0,0,8,105.9
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,9216,288,72,72,96,288,31.2,0.97,-1.0,125.0,125.0,62.5,-1.0,-1.0,24,48,600,4,8.6,0,0,2,1,0,0,0,16,161.70833333333334
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,9216,288,72,72,96,288,31.2,0.97,-1.0,125.0,125.0,62.5,-1.0,-1.0,24,48,600,4,8.6,0,0,2,1,0,0,0,32,223.00833333333333
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,9216,288,72,72,96,288,31.2,0.97,-1.0,125.0,125.0,62.5,-1.0,-1.0,24,48,600,4,8.6,0,0,2,1,0,0,0,64,260.68333333333334
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,9216,288,72,72,96,288,31.2,0.97,-1.0,125.0,125.0,62.5,-1.0,-1.0,24,48,600,4,8.6,0,0,2,1,0,0,0,128,232.39166666666668
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,80,1555,4,8.0,0,0,2,1,0,0,0,1,49.05833333333333
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,80,1555,4,8.0,0,0,2,1,0,0,0,2,83.44166666666666
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,80,1555,4,8.0,0,0,2,1,0,0,0,4,137.56666666666666
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,80,1555,4,8.0,0,0,2,1,0,0,0,8,215.90833333333333
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,80,1555,4,8.0,0,0,2,1,0,0,0,16,339.8583333333333
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,80,1555,4,8.0,0,0,2,1,0,0,0,32,475.2916666666667
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,80,1555,4,8.0,0,0,2,1,0,0,0,64,573.2916666666666
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,80,1555,4,8.0,0,0,2,1,0,0,0,128,609.625
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,160,3350,5,9.0,1,1,2,0,1,0,0,1,71.15833333333333
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,160,3350,5,9.0,1,1,2,0,1,0,0,2,117.26666666666668
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,160,3350,5,9.0,1,1,2,0,1,0,0,4,198.1833333333333
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,160,3350,5,9.0,1,1,2,0,1,0,0,8,350.5083333333333
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,160,3350,5,9.0,1,1,2,0,1,0,0,16,568.3416666666667
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,160,3350,5,9.0,1,1,2,0,1,0,0,32,833.7916666666666
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,160,3350,5,9.0,1,1,2,0,1,0,0,64,1068.8583333333331
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,160,3350,5,9.0,1,1,2,0,1,0,0,128,1261.2083333333333
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,160,1555,4,8.0,0,0,4,1,0,0,0,1,45.71666666666667
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,160,1555,4,8.0,0,0,4,1,0,0,0,2,78.90833333333333
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,160,1555,4,8.0,0,0,4,1,0,0,0,4,132.66666666666666
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,160,1555,4,8.0,0,0,4,1,0,0,0,8,217.29166666666663
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,160,1555,4,8.0,0,0,4,1,0,0,0,16,339.31666666666666
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,160,1555,4,8.0,0,0,4,1,0,0,0,32,445.625
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,160,1555,4,8.0,0,0,4,1,0,0,0,64,517.025
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,160,1555,4,8.0,0,0,4,1,0,0,0,128,537.5416666666666
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,320,3350,5,9.0,1,1,4,0,1,0,0,1,70.1
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,320,3350,5,9.0,1,1,4,0,1,0,0,2,116.63333333333334
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,320,3350,5,9.0,1,1,4,0,1,0,0,4,197.15833333333333
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,320,3350,5,9.0,1,1,4,0,1,0,0,8,355.525
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,320,3350,5,9.0,1,1,4,0,1,0,0,16,597.2416666666667
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,320,3350,5,9.0,1,1,4,0,1,0,0,32,903.5333333333332
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,320,3350,5,9.0,1,1,4,0,1,0,0,64,1218.2083333333333
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,320,3350,5,9.0,1,1,4,0,1,0,0,128,1412.1416666666669
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,2560,320,40,40,64,160,8.1,0.25,65.0,-1.0,-1.0,-1.0,-1.0,-1.0,16,64,300,3,7.5,0,0,4,0,0,1,0,1,22.225
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,2560,320,40,40,64,160,8.1,0.25,65.0,-1.0,-1.0,-1.0,-1.0,-1.0,16,64,300,3,7.5,0,0,4,0,0,1,0,2,37.708333333333336
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,2560,320,40,40,64,160,8.1,0.25,65.0,-1.0,-1.0,-1.0,-1.0,-1.0,16,64,300,3,7.5,0,0,4,0,0,1,0,4,63.13333333333333
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,2560,320,40,40,64,160,8.1,0.25,65.0,-1.0,-1.0,-1.0,-1.0,-1.0,16,64,300,3,7.5,0,0,4,0,0,1,0,8,92.05833333333334
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,2560,320,40,40,64,160,8.1,0.25,65.0,-1.0,-1.0,-1.0,-1.0,-1.0,16,64,300,3,7.5,0,0,4,0,0,1,0,16,129.775
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,2560,320,40,40,64,160,8.1,0.25,65.0,-1.0,-1.0,-1.0,-1.0,-1.0,16,64,300,3,7.5,0,0,4,0,0,1,0,32,163.35833333333332
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,2560,320,40,40,64,160,8.1,0.25,65.0,-1.0,-1.0,-1.0,-1.0,-1.0,16,64,300,3,7.5,0,0,4,0,0,1,0,64,179.46666666666667
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,2560,320,40,40,64,160,8.1,0.25,65.0,-1.0,-1.0,-1.0,-1.0,-1.0,16,64,300,3,7.5,0,0,4,0,0,1,0,128,166.125
13.0,24,64,-1.0,250112,128.0,32.0,0,1,0,0,0,0,0,1,0,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,40,1555,4,8.0,0,0,1,1,0,0,0,1,38.61666666666667
13.0,24,64,-1.0,250112,128.0,32.0,0,1,0,0,0,0,0,1,0,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,40,1555,4,8.0,0,0,1,1,0,0,0,2,63.61666666666667
13.0,24,64,-1.0,250112,128.0,32.0,0,1,0,0,0,0,0,1,0,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,40,1555,4,8.0,0,0,1,1,0,0,0,4,88.6
13.0,24,64,-1.0,250112,128.0,32.0,0,1,0,0,0,0,0,1,0,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,40,1555,4,8.0,0,0,1,1,0,0,0,8,106.23333333333332
13.0,24,64,-1.0,250112,128.0,32.0,0,1,0,0,0,0,0,1,0,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,40,1555,4,8.0,0,0,1,1,0,0,0,16,108.46666666666668
13.0,24,64,-1.0,250112,128.0,32.0,0,1,0,0,0,0,0,1,0,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,40,1555,4,8.0,0,0,1,1,0,0,0,32,112.54166666666669
13.0,24,64,-1.0,250112,128.0,32.0,0,1,0,0,0,0,0,1,0,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,40,1555,4,8.0,0,0,1,1,0,0,0,64,110.74166666666666
13.0,24,64,-1.0,250112,128.0,32.0,0,1,0,0,0,0,0,1,0,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,40,1555,4,8.0,0,0,1,1,0,0,0,128,112.65833333333332
13.0,24,64,-1.0,250112,128.0,32.0,0,1,0,0,0,0,0,1,0,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,80,3350,5,9.0,1,1,1,0,1,0,0,1,54.25
13.0,24,64,-1.0,250112,128.0,32.0,0,1,0,0,0,0,0,1,0,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,80,3350,5,9.0,1,1,1,0,1,0,0,2,89.90833333333333
13.0,24,64,-1.0,250112,128.0,32.0,0,1,0,0,0,0,0,1,0,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,80,3350,5,9.0,1,1,1,0,1,0,0,4,145.28333333333333
13.0,24,64,-1.0,250112,128.0,32.0,0,1,0,0,0,0,0,1,0,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,80,3350,5,9.0,1,1,1,0,1,0,0,8,223.46666666666667
13.0,24,64,-1.0,250112,128.0,32.0,0,1,0,0,0,0,0,1,0,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,80,3350,5,9.0,1,1,1,0,1,0,0,16,277.51666666666665
13.0,24,64,-1.0,250112,128.0,32.0,0,1,0,0,0,0,0,1,0,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,80,3350,5,9.0,1,1,1,0,1,0,0,32,279.01666666666665
13.0,24,64,-1.0,250112,128.0,32.0,0,1,0,0,0,0,0,1,0,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,80,3350,5,9.0,1,1,1,0,1,0,0,64,250.65
13.0,24,64,-1.0,250112,128.0,32.0,0,1,0,0,0,0,0,1,0,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,80,3350,5,9.0,1,1,1,0,1,0,0,128,240.49166666666667
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,9216,288,72,72,96,288,31.2,0.97,-1.0,125.0,125.0,62.5,-1.0,-1.0,24,24,600,4,8.6,0,0,1,1,0,0,0,1,43.391666666666666
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,9216,288,72,72,96,288,31.2,0.97,-1.0,125.0,125.0,62.5,-1.0,-1.0,24,24,600,4,8.6,0,0,1,1,0,0,0,2,72.20833333333333
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,9216,288,72,72,96,288,31.2,0.97,-1.0,125.0,125.0,62.5,-1.0,-1.0,24,24,600,4,8.6,0,0,1,1,0,0,0,4,121.225
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,9216,288,72,72,96,288,31.2,0.97,-1.0,125.0,125.0,62.5,-1.0,-1.0,24,24,600,4,8.6,0,0,1,1,0,0,0,8,177.45833333333334
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,9216,288,72,72,96,288,31.2,0.97,-1.0,125.0,125.0,62.5,-1.0,-1.0,24,24,600,4,8.6,0,0,1,1,0,0,0,16,214.69166666666663
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,9216,288,72,72,96,288,31.2,0.97,-1.0,125.0,125.0,62.5,-1.0,-1.0,24,24,600,4,8.6,0,0,1,1,0,0,0,32,210.45
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,9216,288,72,72,96,288,31.2,0.97,-1.0,125.0,125.0,62.5,-1.0,-1.0,24,24,600,4,8.6,0,0,1,1,0,0,0,64,201.525
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,9216,288,72,72,96,288,31.2,0.97,-1.0,125.0,125.0,62.5,-1.0,-1.0,24,24,600,4,8.6,0,0,1,1,0,0,0,128,185.79166666666663
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,40,1555,4,8.0,0,0,1,1,0,0,0,1,45.16666666666666
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,40,1555,4,8.0,0,0,1,1,0,0,0,2,74.91666666666667
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,40,1555,4,8.0,0,0,1,1,0,0,0,4,124.54166666666669
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,40,1555,4,8.0,0,0,1,1,0,0,0,8,179.75
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,40,1555,4,8.0,0,0,1,1,0,0,0,16,207.41666666666663
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,40,1555,4,8.0,0,0,1,1,0,0,0,32,232.56666666666663
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,40,1555,4,8.0,0,0,1,1,0,0,0,64,214.56666666666663
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,40,1555,4,8.0,0,0,1,1,0,0,0,128,206.675
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,80,3350,5,9.0,1,1,1,0,1,0,0,1,62.21666666666667
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,80,3350,5,9.0,1,1,1,0,1,0,0,2,97.25833333333334
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,80,3350,5,9.0,1,1,1,0,1,0,0,4,161.79166666666666
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,80,3350,5,9.0,1,1,1,0,1,0,0,8,276.09166666666664
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,80,3350,5,9.0,1,1,1,0,1,0,0,16,424.225
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,80,3350,5,9.0,1,1,1,0,1,0,0,32,496.825
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,80,3350,5,9.0,1,1,1,0,1,0,0,64,494.03333333333336
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,80,3350,5,9.0,1,1,1,0,1,0,0,128,450.575
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,2560,320,40,40,64,160,8.1,0.25,65.0,-1.0,-1.0,-1.0,-1.0,-1.0,16,16,300,3,7.5,0,0,1,0,0,1,0,1,39.675
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,2560,320,40,40,64,160,8.1,0.25,65.0,-1.0,-1.0,-1.0,-1.0,-1.0,16,16,300,3,7.5,0,0,1,0,0,1,0,2,55.04166666666666
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,2560,320,40,40,64,160,8.1,0.25,65.0,-1.0,-1.0,-1.0,-1.0,-1.0,16,16,300,3,7.5,0,0,1,0,0,1,0,4,81.325
