umap_x,umap_y,tsne_x,tsne_y,median_itl,median_itl_oof_pred,median_itl_resid
-17.096792,-19.249355,-18.435171,-6.213538,15.0,16.56,-1.5599999999999987
-17.060844,-19.216677,-18.43331,-6.2101026,17.0,16.41,0.5899999999999999
-17.051464,-19.282978,-18.429707,-6.203305,17.0,17.34,-0.33999999999999986
-17.047379,-19.231594,-18.42417,-6.1867013,18.0,19.675,-1.6750000000000007
-17.034046,-19.219587,-18.408175,-6.147973,24.0,23.34,0.6600000000000001
-17.162573,-19.148428,-18.36957,-6.0467124,47.0,38.465,8.534999999999997
-17.150917,-19.11688,-18.286322,-5.805627,84.0,54.465,29.534999999999997
-17.150911,-18.97655,-18.152555,-5.3808713,182.0,84.82,97.18
-2.6763964,-12.850393,5.14809,11.249653,27.0,26.585,0.41499999999999915
-2.6213863,-12.907,5.147975,11.256137,30.0,29.735,0.26500000000000057
-2.6183145,-12.906226,5.147635,11.268913,31.0,30.88,0.120000000000001
-2.6806262,-12.838745,5.146884,11.2953,32.0,32.88,-0.8800000000000026
-2.6520348,-12.872496,5.1449647,11.351699,34.0,39.475,-5.475000000000001
-2.6444652,-12.880679,5.139116,11.474164,37.0,47.545,-10.545000000000002
-2.6499743,-12.87449,5.129267,11.727861,36.0,64.16,-28.159999999999997
-2.6200864,-12.903337,5.1378193,12.183467,38.0,102.905,-64.905
-16.940687,-19.8161,-0.3054183,7.3499646,25.0,25.545,-0.5450000000000017
-16.99266,-19.825472,-0.31091374,7.349905,29.0,28.155,0.8449999999999989
-16.971815,-19.78392,-0.32236984,7.35428,30.0,30.28,-0.28000000000000114
-17.013594,-19.889294,-0.3456508,7.3606453,31.0,31.405,-0.40500000000000114
-16.906948,-19.831934,-0.40980223,7.373974,34.0,33.705,0.2950000000000017
-17.008179,-19.907879,-0.5680765,7.434578,52.0,41.83,10.170000000000002
-16.822224,-19.841948,-0.8965827,7.5698056,71.0,61.335,9.665
-17.109875,-19.898338,-1.4561591,7.7543597,139.0,88.855,50.144999999999996
-17.176441,-19.179966,-17.96546,-6.7841,19.0,18.11,0.8900000000000006
-17.205757,-19.211124,-17.964115,-6.780207,24.0,20.615,3.3850000000000016
-17.228891,-19.109364,-17.962112,-6.7725515,24.0,23.315,0.6849999999999987
-17.133738,-19.200432,-17.954506,-6.7562733,25.0,24.01,0.9899999999999984
-17.15831,-19.165812,-17.931726,-6.7179317,27.0,26.21,0.7899999999999991
-17.243937,-19.105,-17.857939,-6.612009,39.0,41.64,-2.6400000000000006
-17.129385,-19.05906,-17.707598,-6.3246174,61.0,60.965,0.03499999999999659
-17.160751,-18.994999,-17.617216,-5.695164,93.0,124.4,-31.400000000000006
-17.491022,-17.60966,-0.7346109,6.27246,26.0,26.81,-0.8099999999999987
-17.491106,-17.606575,-0.73711944,6.275918,30.0,28.795,1.2049999999999983
-17.489794,-17.61298,-0.74195933,6.282899,31.0,29.925,1.0749999999999993
-17.484804,-17.58264,-0.75430596,6.296009,33.0,30.42,2.5799999999999983
-17.456076,-17.630968,-0.7864707,6.3220043,36.0,34.615,1.384999999999998
-17.487041,-17.61566,-0.88231385,6.370647,47.0,43.74,3.259999999999998
-17.486168,-17.6241,-1.1563385,6.5012946,66.0,60.645,5.354999999999997
-17.521294,-17.809374,-1.6475781,6.829462,89.0,93.075,-4.075000000000003
-16.155087,-12.527542,-17.322018,-7.9566326,18.0,18.53,-0.5300000000000011
-16.180527,-12.544815,-17.32094,-7.958017,23.0,21.17,1.8299999999999983
-16.19597,-12.557913,-17.318726,-7.9610357,24.0,23.29,0.7100000000000009
-16.181421,-12.546096,-17.313448,-7.9666896,25.0,24.11,0.8900000000000006
-16.177103,-12.526437,-17.297907,-7.978159,27.0,26.325,0.6750000000000007
-16.197693,-12.553986,-17.24874,-8.008993,34.0,36.255,-2.2550000000000026
-16.169321,-12.536985,-17.095322,-8.107065,48.0,53.53,-5.530000000000001
-16.200592,-12.590436,-16.754711,-8.33909,76.0,88.205,-12.204999999999998
0.3153599,-13.617675,13.803323,14.219452,27.0,26.69,0.3099999999999987
0.30274,-13.597343,13.801989,14.22701,30.0,30.245,-0.245000000000001
0.3274734,-13.626996,13.800129,14.2469845,32.0,31.62,0.379999999999999
0.33561695,-13.627935,13.795396,14.284101,35.0,34.095,0.9050000000000011
0.27605525,-13.578391,13.787398,14.361785,45.0,39.715,5.284999999999997
0.32703403,-13.626094,13.766089,14.50824,55.0,50.905,4.094999999999999
0.24107465,-13.544183,13.730601,14.756759,59.0,89.615,-30.614999999999995
0.1586117,-13.488794,13.657166,15.193232,71.0,179.8,-108.80000000000001
-8.170662,7.6591,4.7579694,25.085283,29.0,28.61,0.39000000000000057
-8.184165,7.665698,4.7627325,25.074198,34.0,33.345,0.6550000000000011
-8.137841,7.626276,4.7731595,25.050621,34.0,34.125,-0.125
-8.101902,7.5876355,4.7964873,25.000748,36.0,36.095,-0.09499999999999886
-8.194761,7.678742,4.8452888,24.903212,44.0,40.945,3.0549999999999997
-8.115565,7.605268,4.9265428,24.76228,45.0,47.745,-2.7449999999999974
-8.170578,7.6528263,5.040141,24.563614,49.0,64.335,-15.334999999999994
-8.113012,7.600355,5.227824,24.217192,62.0,109.755,-47.754999999999995
14.810696,-2.7592642,-22.932604,-9.965575,19.0,20.795,-1.7950000000000017
14.767391,-2.6929495,-22.941065,-9.97123,20.0,21.075,-1.0749999999999993
14.769124,-2.7052982,-22.955862,-9.982393,21.0,22.48,-1.4800000000000004
14.714767,-2.6450849,-22.987112,-10.008226,23.0,25.635,-2.6350000000000016
14.816015,-2.757937,-23.051443,-10.064804,28.0,30.79,-2.789999999999999
14.721388,-2.6457803,-23.159246,-10.17908,34.0,46.9,-12.899999999999999
14.74064,-2.670863,-23.319197,-10.367923,43.0,64.58,-21.58
14.51702,-2.4025753,-23.577122,-10.684813,40.0,100.53,-60.53
12.378001,-17.567204,1.6583003,1.4999553,35.0,38.805,-3.8049999999999997
12.364657,-17.594082,1.6634142,1.5036713,40.0,38.88,1.1199999999999974
12.418006,-17.545685,1.6739118,1.5121158,41.0,40.68,0.3200000000000003
12.386534,-17.5701,1.695248,1.5279107,42.0,42.515,-0.5150000000000006
12.474525,-17.558744,1.7394422,1.5617881,45.0,46.12,-1.1199999999999974
12.458446,-17.502098,1.8283587,1.6367168,48.0,45.065,2.9350000000000023
12.5102215,-17.533218,1.98199,1.7889693,50.0,70.915,-20.915000000000006
12.61804,-17.499031,2.2298467,2.0603006,52.0,109.715,-57.715
14.656923,-2.578199,-22.528315,-10.357571,24.0,24.33,-0.3299999999999983
14.699266,-2.6149392,-22.536581,-10.365662,30.0,27.02,2.9800000000000004
14.6597,-2.572411,-22.551184,-10.379134,31.0,28.995,2.004999999999999
14.595401,-2.5030591,-22.58455,-10.410312,32.0,30.235,1.7650000000000006
14.623836,-2.5375848,-22.664942,-10.484126,34.0,33.1,0.8999999999999986
14.641635,-2.5502656,-22.806845,-10.603785,49.0,41.125,7.875
14.721096,-2.6295896,-23.001097,-10.762628,74.0,49.96,24.04
14.646845,-2.5420604,-23.317835,-11.015037,122.0,68.27,53.730000000000004
12.893276,-17.619364,1.3177277,1.8982917,35.0,39.97,-4.969999999999999
12.872735,-17.609312,1.3226367,1.9022902,41.0,40.905,0.09499999999999886
12.898626,-17.624275,1.3326625,1.9107991,42.0,40.65,1.3500000000000014
12.91682,-17.630714,1.352857,1.9270487,44.0,41.505,2.4949999999999974
12.930567,-17.64009,1.3972912,1.9632673,50.0,43.745,6.255000000000003
12.856712,-17.593702,1.4944763,2.0334563,60.0,43.385,16.615000000000002
12.813422,-17.560871,1.6905973,2.148236,80.0,57.84,22.159999999999997
12.745619,-17.503273,2.016532,2.31397,122.0,83.215,38.785
14.349563,-2.2105587,-21.959984,-11.155346,23.0,25.48,-2.4800000000000004
14.35647,-2.2171695,-21.966085,-11.158019,29.0,28.24,0.7600000000000016
14.338195,-2.197787,-21.974583,-11.163075,30.0,29.875,0.125
14.32079,-2.1798422,-21.989147,-11.177586,31.0,31.045,-0.045000000000001705
14.380186,-2.2402625,-22.025152,-11.208366,34.0,33.77,0.22999999999999687
14.371175,-2.2295246,-22.100473,-11.271787,42.0,44.33,-2.3299999999999983
14.355331,-2.214943,-22.255398,-11.408603,58.0,46.42,11.579999999999998
14.478734,-2.3520525,-22.529535,-11.653423,89.0,78.505,10.495000000000005
12.252364,-17.60313,5.708786,-4.49916,15.0,20.25,-5.25
12.239544,-17.514307,5.70881,-4.4992247,17.0,20.8,-3.8000000000000007
12.25808,-17.47098,5.7090936,-4.499323,22.0,18.3,3.6999999999999993
12.150441,-17.603662,5.7088795,-4.499317,27.0,22.455,4.545000000000002
12.337868,-17.53822,5.7090545,-4.4997416,30.0,30.255,-0.254999999999999
12.216334,-17.618301,5.7081676,-4.499279,34.0,45.85,-11.850000000000001
12.249432,-17.532295,5.707785,-4.499374,33.0,58.645,-25.645000000000003
12.255202,-17.203367,5.7111125,-4.5030446,33.0,71.81,-38.81
14.918325,-2.9425912,-26.95679,-6.697798,10.0,12.2,-2.1999999999999993
14.801529,-2.7801821,-26.955883,-6.698119,11.0,13.015,-2.0150000000000006
14.84592,-2.8447123,-26.95617,-6.698132,14.0,15.7,-1.6999999999999993
14.884152,-2.8926578,-26.955921,-6.6981425,22.0,20.815,1.1849999999999987
14.847766,-2.8172867,-26.956434,-6.6981134,35.0,25.85,9.149999999999999
14.839863,-2.752575,-26.955618,-6.699112,59.0,34.665,24.335
14.702707,-2.6345992,-26.955442,-6.699283,90.0,48.63,41.37
15.031204,-2.9357126,-26.957525,-6.698459,108.0,78.305,29.694999999999993
11.846632,-17.004025,12.476792,-8.050618,24.0,24.105,-0.10500000000000043
11.891971,-17.090155,12.467364,-8.056911,25.0,24.39,0.6099999999999994
11.894187,-17.047688,12.445031,-8.058013,28.0,24.64,3.3599999999999994
11.805741,-16.945248,12.405446,-8.066542,32.0,27.17,4.829999999999998
11.816697,-16.939604,12.332179,-8.078612,38.0,29.995,8.004999999999999
11.798078,-16.972534,12.208684,-8.072121,48.0,37.97,10.030000000000001
11.956652,-16.867294,11.9051285,-7.838966,44.0,54.525,-10.524999999999999
12.069237,-16.818142,10.08825,-9.2898655,116.0,81.915,34.084999999999994
15.222986,-3.7208154,-31.16583,-0.039207425,13.0,13.565,-0.5649999999999995
15.255666,-3.6728315,-31.161892,-0.04775678,14.0,14.815,-0.8149999999999995
15.346786,-3.761905,-31.155481,-0.065377936,16.0,16.055,-0.054999999999999716
15.224114,-3.7515652,-31.145355,-0.09628545,18.0,18.12,-0.120000000000001
15.264579,-3.7119758,-31.11085,-0.16603196,23.0,21.87,1.129999999999999
15.360805,-3.6713789,-31.018858,-0.30387288,35.0,31.215,3.785
15.447467,-3.4880278,-30.687693,-1.3456228,60.0,49.115,10.884999999999998
15.512522,-3.2575066,-30.711824,-2.2476394,92.0,84.715,7.284999999999997
30.083538,8.201608,17.489376,-3.158371,33.0,34.13,-1.1300000000000026
30.169828,8.300658,17.477379,-3.163371,36.0,36.86,-0.8599999999999994
30.035503,8.218437,17.453226,-3.1729364,42.0,40.1,1.8999999999999986
30.09232,8.249965,17.400984,-3.1936707,46.0,46.185,-0.18500000000000227
30.077131,8.201881,17.296257,-3.224945,55.0,55.15,-0.14999999999999858
30.027681,8.200753,17.114227,-3.2681627,71.0,60.155,10.844999999999999
30.03536,8.097277,16.801008,-3.3186352,86.0,92.48,-6.480000000000004
29.987349,8.129583,16.212236,-3.3272798,151.0,114.31,36.69
11.65215,-16.72567,12.729807,-8.777635,18.0,18.21,-0.21000000000000085
11.669859,-16.743198,12.718638,-8.780551,19.0,19.2,-0.1999999999999993
11.670348,-16.678314,12.704167,-8.78458,21.0,20.86,0.14000000000000057
11.644911,-16.731577,12.667161,-8.795743,24.0,22.425,1.5749999999999993
11.713877,-16.708256,12.601682,-8.817181,29.0,30.21,-1.2100000000000009
11.679267,-16.727919,12.492687,-8.858774,40.0,36.18,3.8200000000000003
11.776468,-16.750689,12.238822,-9.027612,65.0,54.515,10.485
12.043157,-16.705462,10.260667,-9.724808,102.0,93.005,8.995000000000005
15.234169,-3.6929746,-31.976927,-0.28180522,13.0,13.255,-0.2550000000000008
15.249843,-3.6406775,-31.975449,-0.2900941,14.0,13.97,0.02999999999999936
15.249521,-3.6754398,-31.969929,-0.30541208,15.0,15.13,-0.13000000000000078
15.293502,-3.7135558,-31.964867,-0.34149903,16.0,16.615,-0.6149999999999984
15.259062,-3.6612878,-31.953709,-0.40801224,19.0,19.375,-0.375
15.348191,-3.6317427,-31.938194,-0.55191845,27.0,26.035,0.9649999999999999
15.457064,-3.3773386,-31.617805,-1.598874,45.0,41.25,3.75
15.515619,-3.2094715,-31.26423,-2.4439445,84.0,81.47,2.530000000000001
11.69775,-15.530704,12.9154005,-10.175168,17.0,18.21,-1.2100000000000009
11.677505,-15.5047035,12.909437,-10.178156,18.0,18.765,-0.7650000000000006
11.688048,-15.502682,12.89746,-10.184607,19.0,20.265,-1.2650000000000006
11.678508,-15.506402,12.874537,-10.198346,21.0,21.93,-0.9299999999999997
11.661549,-15.497646,12.830575,-10.234296,25.0,25.9,-0.8999999999999986
11.704143,-15.556675,12.745374,-10.352878,33.0,33.8,-0.7999999999999972
11.678262,-15.562815,12.483637,-10.749891,52.0,52.815,-0.8149999999999977
11.73038,-15.782731,10.795815,-10.706174,91.0,90.575,0.42499999999999716
10.86241,3.299745,-33.6395,-1.113167,12.0,13.21,-1.2100000000000009
10.877638,3.3215024,-33.64065,-1.1210221,14.0,13.405,0.5950000000000006
10.88716,3.3399289,-33.644585,-1.1364748,14.0,14.835,-0.8350000000000009
10.914881,3.3598208,-33.653534,-1.1680349,16.0,16.19,-0.19000000000000128
10.909992,3.38275,-33.681347,-1.2440968,18.0,19.075,-1.0749999999999993
10.939425,3.3732483,-33.75558,-1.4505237,23.0,24.69,-1.6900000000000013
10.81415,3.1996658,-33.763878,-1.9084116,35.0,43.035,-8.034999999999997
10.901121,3.2795846,-33.326862,-2.6827068,63.0,69.86,-6.859999999999999
30.645517,9.79567,22.081106,2.6376846,32.0,34.525,-2.5249999999999986
30.63059,9.82451,22.075224,2.625239,36.0,37.395,-1.3950000000000031
30.683434,9.877198,22.063177,2.5996716,40.0,41.54,-1.5399999999999991
30.602127,9.886492,22.036488,2.5446987,46.0,44.14,1.8599999999999994
30.55447,9.967993,21.981382,2.4481199,58.0,58.125,-0.125
30.560253,9.942726,21.886768,2.310638,82.0,77.885,4.114999999999995
30.603434,10.012833,21.732708,2.1075277,119.0,109.525,9.474999999999994
30.663498,9.770655,21.429611,1.7673681,255.0,140.795,114.20500000000001
29.760437,7.8095627,17.195122,-2.2412076,31.0,25.125,5.875
29.768291,7.8184037,17.170446,-2.2417777,35.0,31.455,3.5450000000000017
29.790373,7.8436527,17.120352,-2.247096,39.0,33.925,5.075000000000003
29.792555,7.84282,17.03471,-2.2687144,43.0,37.115,5.884999999999998
29.868584,7.9374948,16.901573,-2.335889,51.0,48.91,2.0900000000000034
29.780752,7.8348684,16.751532,-2.4498599,61.0,52.38,8.619999999999997
29.857328,7.915242,16.494362,-2.622857,1182.0,70.83,1111.17
29.89708,7.9489965,16.040754,-2.8959956,161.0,760.375,-599.375
12.168538,-17.605356,11.400517,-8.156304,13.0,14.74,-1.7400000000000002
12.207656,-17.638947,11.397279,-8.165585,14.0,16.04,-2.039999999999999
12.121726,-17.640139,11.377379,-8.189871,16.0,18.885,-2.8850000000000016
12.189749,-17.682205,11.356676,-8.22412,20.0,23.605,-3.6050000000000004
12.137921,-17.594007,11.296164,-8.283164,25.0,29.095,-4.094999999999999
12.108437,-17.536045,11.127563,-8.392807,38.0,34.385,3.615000000000002
12.212047,-17.33585,10.75517,-8.61295,59.0,39.775,19.225
12.154032,-17.006916,10.119516,-9.200462,89.0,79.645,9.355000000000004
15.100006,-3.3139992,-30.706047,-0.723356,8.0,9.445,-1.4450000000000003
15.055262,-3.3243723,-30.716757,-0.7367336,9.0,10.245,-1.2449999999999992
15.151268,-3.1912704,-30.731955,-0.7622012,10.0,12.2,-2.1999999999999993
15.014101,-3.224489,-30.756012,-0.8119712,12.0,14.465,-2.465
15.112338,-3.272435,-30.79164,-0.9146456,16.0,19.9,-3.8999999999999986
15.0900135,-3.3441715,-30.782696,-1.111691,24.0,31.195,-7.195
15.279811,-3.214929,-30.71354,-1.5160384,44.0,52.04,-8.04
15.425992,-3.165101,-30.703997,-2.2318401,78.0,88.585,-10.584999999999994
29.812521,7.8757386,17.433609,-2.490534,19.0,23.27,-4.27
29.844376,7.879689,17.4227,-2.4943073,21.0,24.375,-3.375
29.852945,7.888668,17.39987,-2.5011868,23.0,29.99,-6.989999999999998
29.85106,7.8895993,17.331875,-2.5226347,28.0,34.26,-6.259999999999998
29.849493,7.8877873,17.088627,-2.5986733,34.0,41.71,-7.710000000000001
29.83162,7.8638177,16.851645,-2.6749756,47.0,57.925,-10.924999999999997
29.886446,7.949847,16.555923,-2.77032,78.0,153.35,-75.35
29.873653,7.9246845,16.068579,-2.957497,112.0,151.26,-39.25999999999999
12.036836,-17.617317,11.632074,-9.007751,14.0,14.43,-0.4299999999999997
12.035918,-17.45166,11.625853,-9.008812,15.0,15.065,-0.0649999999999995
12.057422,-17.684334,11.613211,-9.012018,16.0,16.42,-0.4200000000000017
12.135539,-17.53727,11.586619,-9.016743,18.0,20.685,-2.6849999999999987
12.133622,-17.551117,11.521816,-9.031142,22.0,25.24,-3.2399999999999984
12.18986,-17.499613,11.358441,-9.07217,31.0,37.0,-6.0
12.134224,-17.296833,10.965806,-9.183801,50.0,55.475,-5.475000000000001
12.14607,-16.896503,10.264437,-9.623535,93.0,89.425,3.575000000000003
14.912511,-3.412202,-31.737019,-1.0694358,10.0,9.485,0.5150000000000006
14.91739,-3.4353247,-31.731472,-1.0760249,11.0,10.335,0.6649999999999991
14.917074,-3.4360714,-31.71975,-1.0892273,12.0,11.375,0.625
14.884799,-3.529054,-31.695112,-1.1192343,14.0,13.125,0.875
14.945225,-3.4379375,-31.654102,-1.1863387,16.0,17.29,-1.2899999999999991
15.101435,-3.3004787,-31.57545,-1.3511769,22.0,26.825,-4.824999999999999
15.20743,-3.275695,-31.448923,-1.7475519,35.0,44.335,-9.335
15.415912,-3.1852996,-31.249113,-2.4337258,65.0,82.205,-17.205
30.81875,9.560025,21.091225,3.126969,32.0,25.63,6.370000000000001
30.799934,9.516642,21.085817,3.116268,37.0,30.795,6.204999999999998
30.871164,9.518801,21.073795,3.0924048,41.0,32.845,8.155000000000001
30.884632,9.512307,21.050299,3.0425925,48.0,39.78,8.219999999999999
30.890482,9.490096,21.010796,2.9432817,59.0,46.575,12.424999999999997
30.838531,9.548697,20.961637,2.7821589,88.0,59.96,28.04
30.796034,9.632569,20.888168,2.5324867,112.0,195.125,-83.125
30.788706,9.656754,20.758244,2.1039257,212.0,166.2,45.80000000000001
11.539953,-15.402625,12.065384,-10.368794,14.0,14.425,-0.4250000000000007
11.529643,-15.39937,12.060149,-10.369878,15.0,14.665,0.33500000000000085
11.543774,-15.391716,12.049332,-10.372407,16.0,16.16,-0.16000000000000014
11.482567,-15.355028,12.026316,-10.380347,18.0,18.97,-0.9699999999999989
11.543834,-15.417568,11.9739,-10.399607,21.0,24.89,-3.8900000000000006
11.457211,-15.483887,11.847468,-10.466441,27.0,32.685,-5.685000000000002
11.524841,-15.434908,11.513111,-10.580143,42.0,48.585,-6.585000000000001
11.77004,-15.901792,10.757995,-10.618059,76.0,89.79,-13.790000000000006
10.802466,3.1990976,-33.234554,-1.6130316,10.0,10.255,-0.2550000000000008
10.751809,3.207422,-33.23738,-1.6261756,11.0,10.725,0.27500000000000036
10.789325,3.197529,-33.238102,-1.6419319,12.0,11.58,0.41999999999999993
10.735368,3.171569,-33.24512,-1.6685709,13.0,13.845,-0.8450000000000006
10.77861,3.1957228,-33.253872,-1.7494303,15.0,16.505,-1.504999999999999
10.781108,3.1812296,-33.270878,-1.901086,20.0,23.015,-3.0150000000000006
10.817714,3.1453395,-33.25341,-2.1832414,30.0,38.27,-8.270000000000003
10.940743,3.1453404,-33.106255,-2.6995683,53.0,67.775,-14.775000000000006
30.631708,9.821087,21.673279,3.0671403,18.0,23.52,-5.52
30.76774,9.871195,21.66943,3.0585532,21.0,24.955,-3.9549999999999983
30.549213,9.862905,21.660322,3.0412083,24.0,27.23,-3.2300000000000004
30.691734,9.855364,21.639404,2.99653,28.0,35.16,-7.159999999999997
30.702986,9.871222,21.557024,2.8291652,37.0,44.53,-7.530000000000001
30.61313,9.853266,21.42969,2.5724757,55.0,71.815,-16.814999999999998
30.630774,9.749551,21.297419,2.3179743,88.0,117.145,-29.144999999999996
30.598732,9.694654,21.06889,1.9304191,140.0,213.84,-73.84
